Features_ 1,Features_ 2,Features_ 3,Features_ 4,Features_ 5,Features_ 6,Features_ 7,Features_ 8,Features_ 9,Features_10,labels
77.1735461423716,84.3800972642415,85.3533199501394,5.44917444058361,0.324404638300389,1.8298492309468,-0.552774000638895,3.73479568880548,2.96787780097802,5.71677224684059,5
121.082335297823,141.853939889053,161.184285651818,1.52711019588558,0.163668081026755,7.60412531566245e-05,5.233196326959e-06,6.83014000757499e-07,9.52483803426565e-08,-7.08275277563812e-08,3
84.3724885215793,86.3724885215793,81.8762167125803,1.28698353326389,0.168672266886553,0.00259408722326929,0.000977482737363455,-0.000810036299195871,-1.04391543952252e-05,-5.86376551427458e-06,6
75.1307898115794,85.1079321568279,93.3387130102414,1.27606158011178,0.161696792215057,0.00012552947392871,-3.08226594568644e-05,-1.89589285394563e-05,-1.59753664519808e-07,-7.00908434821586e-08,6
129.487528344671,130.487528344671,124.487528344671,1.3852437119605,0.199225120799381,0.0336950701885916,-0.0235440409319621,0.0188640429052316,-0.00504611773932341,0.00230061760588126,6
90.8303745962135,99.9488300590201,109.880881309625,5.49280398376442,0.262452667222496,0.0100851143456479,4.84024698520103e-05,0.00103842694452613,-7.38911119981705e-05,9.23893648179794e-05,4
87.2254479753424,92.9920799234777,103.030196620257,11.6368244287693,0.381448828745889,6.04689163380807,0.194254156637796,3.39394692720752,14.8827635300069,-23.6033827446369,2
119.393689986283,117.393689986283,118.393689986283,1.39454237193684,0.258496416378788,1.52072795607999,2.84405447354017,-0.709895351617706,3.87203201539459,-0.671575105987032,6
114.794944079337,109.615658568933,113.2289653546,1.10127458956556,0.159546406959107,0.000294175144538673,-2.91933842184999e-05,2.39265536137854e-05,-7.4111628237785e-07,6.92680386071961e-07,6
88.2595250210583,94.9275666450859,95.4947416187728,3.80631211614493,0.296288825361485,1.93377648975055,0.295405401824971,3.48629814940427,5.56437760236019,6.44554349827366,5
127.653810835629,128.651974288338,123.074380165289,1.71576170221022,0.254078847485441,1.11109271648014,0.93025115714727,1.27969963436059,2.70797319015082,2.27377436221673,6
80.0004023681516,90.8368498369645,94.949391449803,9.60956887595967,0.393099133193271,2.93314491001202,1.27718100569558,0.1062155643199,9.32098014572868,-6.85760117620047,4
77.9931972789116,90.3990929705216,91.4988662131519,1.19508309946682,0.258935665694849,2.11095435493086,3.98025656248961,-0.28935594435551,7.97930050212665,0.483338052456497,6
77.8737354822533,89.3755251023854,98.7554286686669,1.1973334359623,0.159906127303683,3.15285897657016e-05,-1.41294726302691e-06,6.26969446317672e-07,5.01435146415217e-08,1.26461143715743e-08,6
78.0592697053649,86.5131768961335,98.6139923536556,1.40094221412383,0.159739027858505,0.00100212605110987,3.65094490212947e-05,5.93784897407392e-06,2.70652067645016e-06,-2.02420675803685e-07,2
140.390375909909,159.723653660246,166.351745024618,3.01256398872081,0.239778565585253,0.00179905492473181,-9.13460640175366e-05,-9.46235603503426e-05,2.64558967850472e-06,2.69154351035247e-06,4
155.946687728346,181.590768258692,196.780662525669,1.19424450293695,0.158554670450663,3.18701022205849e-05,-5.67954659256271e-07,-3.52680649879732e-07,-4.27749463434873e-09,-4.62105182734435e-09,3
74.8083571098175,70.7421417254923,74.9760396558217,2.20671929537204,0.306267096754378,0.0147093370625809,0.028877855738199,0.0250126052887074,0.000360118354907296,0.000125771752173001,6
114.311992250276,120.742070621877,125.759198954153,2.8930471535882,0.232403313553979,0.424731702682482,-0.312557328358996,0.414254382167004,-0.313762994673665,0.540802909808965,5
74.2210233353851,73.5698772327565,71.3477441930474,2.2940273366732,0.285997540530123,0.0409695991287348,-0.0694962734833487,0.0630728368927762,-0.000889958896014468,0.00515036753254805,6
63.2502779853347,72.1999229999611,68.4773485644811,4.9583478135028,0.257747003954517,0.958916970332198,0.101052267658353,-0.50942877392549,-0.423226482986472,-1.26880793954126,1
142.775574653384,168.895790991626,180.036906356806,3.25759703564281,0.253860000976116,0.00522275788563949,0.000165660109191294,-5.73350644559169e-05,2.50405460554508e-06,2.50028896294925e-05,4
89.1869978086194,87.7041636230826,84.3791088385683,1.82698744058524,0.377131548893628,21.0791450599093,63.4539488595534,-5.06451255122304,486.161096971664,-47.7968702695429,6
58.888913584176,58.8755627735072,56.286801756168,1.76520686327899,0.229597197982736,0.0868404562338101,0.0937899691035841,-0.0995451117818835,0.0159329968058094,-0.00873887903621144,6
100.411931101496,115.1335961524,125.119501794625,1.4600636488297,0.160478405400084,0.000346591248115187,-4.13902442548258e-06,5.13046820398805e-05,-2.48864353836916e-07,1.47678335474199e-06,6
77.7542533081286,88.7277882797732,80.4725897920605,1.15621691478507,0.266506805806,1.84901448813672,3.87060473889354,0.726248956930301,4.7277508973136,0.408424189350343,6
101.483379919162,105.493152888657,111.371553821714,4.78800391418066,0.655287691141945,59.5481134061795,199.774489350505,237.400981384777,4865.53229631926,1418.08598371264,2
113.391156462585,114.734693877551,106.560090702948,1.13208287874878,0.195912938321414,0.163311202014993,0.14716061559712,-0.0948069345599999,0.0667099403981533,-0.0236001794900911,6
54.6786423332946,61.7164460289282,64.6170246088861,1.06527449442905,0.158610259161883,2.73489506778479e-05,-1.43204871258737e-06,-1.90888171254872e-08,-2.83412435361151e-09,-2.18493355859887e-09,2
113.917740927615,120.888977239322,126.939518506203,10.6155326339546,0.276945843396884,0.549031595998715,0.142762661878025,-0.370571398935689,0.347431360592165,-0.135461016378732,2
98.175583923285,109.271886874263,123.176871637983,7.6981054538474,0.348946675197206,0.572149330305696,0.202625103959709,0.208772741310767,0.105969615284129,0.359391282057573,4
50.8977222901562,58.3149598218194,61.5123106821557,0.987559664273458,0.158298389755043,3.52648098355319e-07,2.02984511605391e-08,2.13029699372695e-08,2.32737827371309e-12,1.74319013077788e-12,3
93.1517067736838,98.1670612137037,91.5629749478432,3.52123276254434,0.234999921787376,0.388444148767533,0.0327307855266974,-0.446297316300072,0.032282995264768,-0.263127910294531,6
67.0289332250912,77.455174110095,81.9077474556867,1.28650135178512,0.161153516221719,0.00103651615399285,-4.40502087384545e-05,-0.000176563173687633,2.18798642800225e-07,-1.1348468295096e-05,6
174.04656827019,178.070909908303,179.736133281577,1.11039065730884,0.158081009900866,3.78073229527736e-06,6.94492797892081e-08,5.1520243072698e-08,1.39171412678602e-10,5.99881464133706e-11,2
104.332461492199,117.237178656153,135.872877810819,2.02097664017605,0.172406104984978,0.00721707848424399,-0.00204892026158835,-0.00157598296529276,-0.000147034853636094,-0.000114942042497949,2
52.8224241895021,62.3959319226605,65.5940262848538,1.03643521861495,0.158340159620479,4.00573447696087e-06,1.07475116926666e-07,-2.75509842812554e-07,2.39742766065134e-10,-1.95624632211784e-10,3
62.829838704449,69.2931238951247,80.854670298797,0.967789077136035,0.158053983650302,2.1383665051098e-07,6.62294327495685e-09,-1.89124602177184e-09,3.40892944635977e-12,-7.37455296230992e-13,3
112.648134186573,121.008376758431,127.713104667354,13.1769364887403,0.236547821862402,0.330901199208077,0.0898784160147548,-0.116131472325691,0.0815236666803132,-0.0829628972865115,1
